train_no,station_code,stop_sequence,scheduled_arrival_ts,scheduled_departure_ts,is_stop,train_type
T0228,BDC,6,2026-01-14 00:15:00.000000000,2026-01-14 00:17:00.000000000,True,
T0229,BDC,6,2026-01-14 02:20:00.000000000,2026-01-14 02:22:00.000000000,True,
T0230,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0231,HWH,1,2026-01-14 00:40:00.000000000,2026-01-14 00:42:00.000000000,True,
T0232,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0233,HWH,1,2026-01-14 00:40:00.000000000,2026-01-14 00:42:00.000000000,True,
T0234,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0234,BDC,6,2026-01-14 00:15:00.000000000,2026-01-14 00:15:30.000000000,True,
T0235,HWH,1,2026-01-14 00:50:00.000000000,2026-01-14 00:52:00.000000000,True,
T0235,BDC,6,2026-01-14 01:00:00.000000000,2026-01-14 01:00:30.000000000,True,
T0236,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0236,BDC,6,2026-01-14 00:15:00.000000000,2026-01-14 00:15:30.000000000,True,
T0237,HWH,1,2026-01-14 01:20:00.000000000,2026-01-14 01:22:00.000000000,True,
T0237,BDC,6,2026-01-14 01:30:00.000000000,2026-01-14 01:30:30.000000000,True,
T0238,HWH,1,2026-01-14 01:45:00.000000000,2026-01-14 01:47:00.000000000,True,
T0239,HWH,1,2026-01-14 01:45:00.000000000,2026-01-14 01:47:00.000000000,True,
T0240,HWH,1,2026-01-14 01:20:00.000000000,2026-01-14 01:22:00.000000000,True,
T0241,HWH,1,2026-01-14 01:00:00.000000000,2026-01-14 01:02:00.000000000,True,
T0242,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0243,HWH,1,2026-01-14 00:55:00.000000000,2026-01-14 00:57:00.000000000,True,
T0244,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0245,HWH,1,2026-01-14 01:55:00.000000000,2026-01-14 01:57:00.000000000,True,
T0246,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0247,HWH,1,2026-01-14 01:35:00.000000000,2026-01-14 01:37:00.000000000,True,
T0248,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0249,HWH,1,2026-01-14 01:00:00.000000000,2026-01-14 01:02:00.000000000,True,
T0250,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0251,HWH,1,2026-01-14 02:00:00.000000000,2026-01-14 02:02:00.000000000,True,
T0252,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0253,HWH,1,2026-01-14 01:40:00.000000000,2026-01-14 01:42:00.000000000,True,
T0254,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0255,HWH,1,2026-01-14 01:15:00.000000000,2026-01-14 01:17:00.000000000,True,
T0256,HWH,1,2026-01-14 01:20:00.000000000,2026-01-14 01:22:00.000000000,True,
T0257,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0258,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0259,HWH,1,2026-01-14 00:45:00.000000000,2026-01-14 00:47:00.000000000,True,
T0260,HWH,1,2026-01-14 02:50:00.000000000,2026-01-14 02:52:00.000000000,True,
T0261,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0262,HWH,1,2026-01-14 03:05:00.000000000,2026-01-14 03:07:00.000000000,True,
T0263,BDC,6,2026-01-14 01:05:00.000000000,2026-01-14 01:07:00.000000000,True,
T0264,BDC,6,2026-01-14 02:20:00.000000000,2026-01-14 02:22:00.000000000,True,
T0265,BDC,6,2026-01-14 01:30:00.000000000,2026-01-14 01:32:00.000000000,True,
T0266,BDC,6,2026-01-14 01:30:00.000000000,2026-01-14 01:32:00.000000000,True,
T0267,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0268,HWH,1,2026-01-14 00:45:00.000000000,2026-01-14 00:47:00.000000000,True,
T0269,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0270,HWH,1,2026-01-14 01:10:00.000000000,2026-01-14 01:12:00.000000000,True,
T0271,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0272,HWH,1,2026-01-14 01:10:00.000000000,2026-01-14 01:12:00.000000000,True,
T0273,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0274,HWH,1,2026-01-14 01:10:00.000000000,2026-01-14 01:12:00.000000000,True,
T0275,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0276,HWH,1,2026-01-14 01:10:00.000000000,2026-01-14 01:12:00.000000000,True,
T0277,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0278,HWH,1,2026-01-14 01:30:00.000000000,2026-01-14 01:32:00.000000000,True,
T0279,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0280,HWH,1,2026-01-14 02:00:00.000000000,2026-01-14 02:02:00.000000000,True,
T0281,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0282,HWH,1,2026-01-14 02:00:00.000000000,2026-01-14 02:02:00.000000000,True,
T0283,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0284,HWH,1,2026-01-14 02:00:00.000000000,2026-01-14 02:02:00.000000000,True,
T0285,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0286,HWH,1,2026-01-14 01:50:00.000000000,2026-01-14 01:52:00.000000000,True,
T0287,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0288,HWH,1,2026-01-14 02:05:00.000000000,2026-01-14 02:07:00.000000000,True,
T0289,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0290,HWH,1,2026-01-14 02:25:00.000000000,2026-01-14 02:27:00.000000000,True,
T0291,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0292,HWH,1,2026-01-14 02:20:00.000000000,2026-01-14 02:22:00.000000000,True,
T0293,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0294,HWH,1,2026-01-14 02:15:00.000000000,2026-01-14 02:17:00.000000000,True,
T0295,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0296,HWH,1,2026-01-14 02:25:00.000000000,2026-01-14 02:27:00.000000000,True,
T0297,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0298,HWH,1,2026-01-14 02:25:00.000000000,2026-01-14 02:27:00.000000000,True,
T0299,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0300,HWH,1,2026-01-14 02:20:00.000000000,2026-01-14 02:22:00.000000000,True,
T0301,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0302,HWH,1,2026-01-14 02:25:00.000000000,2026-01-14 02:27:00.000000000,True,
T0303,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0304,HWH,1,2026-01-14 02:25:00.000000000,2026-01-14 02:27:00.000000000,True,
T0305,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0306,HWH,1,2026-01-14 00:10:00.000000000,2026-01-14 00:12:00.000000000,True,
T0307,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0308,HWH,1,2026-01-14 02:25:00.000000000,2026-01-14 02:27:00.000000000,True,
T0309,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0310,HWH,1,2026-01-14 02:20:00.000000000,2026-01-14 02:22:00.000000000,True,
T0311,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0312,HWH,1,2026-01-14 02:25:00.000000000,2026-01-14 02:27:00.000000000,True,
T0313,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0314,HWH,1,2026-01-14 02:25:00.000000000,2026-01-14 02:27:00.000000000,True,
T0315,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0316,HWH,1,2026-01-14 02:25:00.000000000,2026-01-14 02:27:00.000000000,True,
T0317,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0318,HWH,1,2026-01-14 02:20:00.000000000,2026-01-14 02:22:00.000000000,True,
T0319,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0320,HWH,1,2026-01-14 02:30:00.000000000,2026-01-14 02:32:00.000000000,True,
T0321,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0322,HWH,1,2026-01-14 02:30:00.000000000,2026-01-14 02:32:00.000000000,True,
T0323,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0324,HWH,1,2026-01-14 02:25:00.000000000,2026-01-14 02:27:00.000000000,True,
T0325,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0326,HWH,1,2026-01-14 02:25:00.000000000,2026-01-14 02:27:00.000000000,True,
T0327,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0328,HWH,1,2026-01-14 02:25:00.000000000,2026-01-14 02:27:00.000000000,True,
T0329,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0330,HWH,1,2026-01-14 02:25:00.000000000,2026-01-14 02:27:00.000000000,True,
T0331,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0332,HWH,1,2026-01-14 02:25:00.000000000,2026-01-14 02:27:00.000000000,True,
T0333,HWH,1,2026-01-14 02:25:00.000000000,2026-01-14 02:27:00.000000000,True,
T0334,HWH,1,2026-01-14 02:30:00.000000000,2026-01-14 02:32:00.000000000,True,
T0335,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0335,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0335,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0336,HWH,1,2026-01-14 00:45:00.000000000,2026-01-14 00:47:00.000000000,True,
T0336,BLY,2,2026-01-14 00:57:42.000000000,2026-01-14 00:58:12.000000000,True,
T0336,SRP,3,2026-01-14 01:02:36.000000000,2026-01-14 01:03:06.000000000,True,
T0337,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0337,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0337,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0338,HWH,1,2026-01-14 00:45:00.000000000,2026-01-14 00:47:00.000000000,True,
T0338,BLY,2,2026-01-14 00:57:42.000000000,2026-01-14 00:58:12.000000000,True,
T0338,SRP,3,2026-01-14 01:02:36.000000000,2026-01-14 01:03:06.000000000,True,
T0339,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0339,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0339,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0340,HWH,1,2026-01-14 00:45:00.000000000,2026-01-14 00:47:00.000000000,True,
T0340,BLY,2,2026-01-14 00:57:42.000000000,2026-01-14 00:58:12.000000000,True,
T0340,SRP,3,2026-01-14 01:02:36.000000000,2026-01-14 01:03:06.000000000,True,
T0341,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0341,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0341,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0342,HWH,1,2026-01-14 00:45:00.000000000,2026-01-14 00:47:00.000000000,True,
T0342,BLY,2,2026-01-14 00:57:42.000000000,2026-01-14 00:58:12.000000000,True,
T0342,SRP,3,2026-01-14 01:02:36.000000000,2026-01-14 01:03:06.000000000,True,
T0343,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0343,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0343,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0344,HWH,1,2026-01-14 00:45:00.000000000,2026-01-14 00:47:00.000000000,True,
T0344,BLY,2,2026-01-14 00:57:42.000000000,2026-01-14 00:58:12.000000000,True,
T0344,SRP,3,2026-01-14 01:02:36.000000000,2026-01-14 01:03:06.000000000,True,
T0345,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0345,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0345,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0346,HWH,1,2026-01-14 00:50:00.000000000,2026-01-14 00:52:00.000000000,True,
T0346,BLY,2,2026-01-14 01:02:42.000000000,2026-01-14 01:03:12.000000000,True,
T0346,SRP,3,2026-01-14 01:07:36.000000000,2026-01-14 01:08:06.000000000,True,
T0347,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0347,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0347,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0348,HWH,1,2026-01-14 00:50:00.000000000,2026-01-14 00:52:00.000000000,True,
T0348,BLY,2,2026-01-14 01:02:42.000000000,2026-01-14 01:03:12.000000000,True,
T0348,SRP,3,2026-01-14 01:07:36.000000000,2026-01-14 01:08:06.000000000,True,
T0349,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0349,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0349,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0350,HWH,1,2026-01-14 00:50:00.000000000,2026-01-14 00:52:00.000000000,True,
T0350,BLY,2,2026-01-14 01:02:42.000000000,2026-01-14 01:03:12.000000000,True,
T0350,SRP,3,2026-01-14 01:07:36.000000000,2026-01-14 01:08:06.000000000,True,
T0351,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0351,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0351,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0352,HWH,1,2026-01-14 00:50:00.000000000,2026-01-14 00:52:00.000000000,True,
T0352,BLY,2,2026-01-14 01:02:42.000000000,2026-01-14 01:03:12.000000000,True,
T0352,SRP,3,2026-01-14 01:07:36.000000000,2026-01-14 01:08:06.000000000,True,
T0353,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0353,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0353,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0354,HWH,1,2026-01-14 00:50:00.000000000,2026-01-14 00:52:00.000000000,True,
T0354,BLY,2,2026-01-14 01:02:42.000000000,2026-01-14 01:03:12.000000000,True,
T0354,SRP,3,2026-01-14 01:07:36.000000000,2026-01-14 01:08:06.000000000,True,
T0355,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0355,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0355,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0356,HWH,1,2026-01-14 00:50:00.000000000,2026-01-14 00:52:00.000000000,True,
T0356,BLY,2,2026-01-14 01:02:42.000000000,2026-01-14 01:03:12.000000000,True,
T0356,SRP,3,2026-01-14 01:07:36.000000000,2026-01-14 01:08:06.000000000,True,
T0357,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0357,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0357,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0358,HWH,1,2026-01-14 00:50:00.000000000,2026-01-14 00:52:00.000000000,True,
T0358,BLY,2,2026-01-14 01:02:42.000000000,2026-01-14 01:03:12.000000000,True,
T0358,SRP,3,2026-01-14 01:07:36.000000000,2026-01-14 01:08:06.000000000,True,
T0359,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0359,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0359,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0360,HWH,1,2026-01-14 00:50:00.000000000,2026-01-14 00:52:00.000000000,True,
T0360,BLY,2,2026-01-14 01:02:42.000000000,2026-01-14 01:03:12.000000000,True,
T0360,SRP,3,2026-01-14 01:07:36.000000000,2026-01-14 01:08:06.000000000,True,
T0361,HWH,1,2026-01-14 00:50:00.000000000,2026-01-14 00:52:00.000000000,True,
T0361,BLY,2,2026-01-14 01:02:42.000000000,2026-01-14 01:03:12.000000000,True,
T0361,SRP,3,2026-01-14 01:07:36.000000000,2026-01-14 01:08:06.000000000,True,
T0362,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0362,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0362,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0363,HWH,1,2026-01-14 00:50:00.000000000,2026-01-14 00:52:00.000000000,True,
T0363,BLY,2,2026-01-14 01:02:42.000000000,2026-01-14 01:03:12.000000000,True,
T0363,SRP,3,2026-01-14 01:07:36.000000000,2026-01-14 01:08:06.000000000,True,
T0364,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0364,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0364,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0365,HWH,1,2026-01-14 00:50:00.000000000,2026-01-14 00:52:00.000000000,True,
T0365,BLY,2,2026-01-14 01:02:42.000000000,2026-01-14 01:03:12.000000000,True,
T0365,SRP,3,2026-01-14 01:07:36.000000000,2026-01-14 01:08:06.000000000,True,
T0366,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0366,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0366,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0367,HWH,1,2026-01-14 00:50:00.000000000,2026-01-14 00:52:00.000000000,True,
T0367,BLY,2,2026-01-14 01:02:42.000000000,2026-01-14 01:03:12.000000000,True,
T0367,SRP,3,2026-01-14 01:07:36.000000000,2026-01-14 01:08:06.000000000,True,
T0368,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0368,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0368,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0369,HWH,1,2026-01-14 00:50:00.000000000,2026-01-14 00:52:00.000000000,True,
T0369,BLY,2,2026-01-14 01:02:42.000000000,2026-01-14 01:03:12.000000000,True,
T0369,SRP,3,2026-01-14 01:07:36.000000000,2026-01-14 01:08:06.000000000,True,
T0370,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0371,HWH,1,2026-01-14 00:15:00.000000000,2026-01-14 00:17:00.000000000,True,
T0372,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0373,HWH,1,2026-01-14 00:15:00.000000000,2026-01-14 00:17:00.000000000,True,
T0374,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0375,HWH,1,2026-01-14 00:15:00.000000000,2026-01-14 00:17:00.000000000,True,
T0376,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0377,HWH,1,2026-01-14 00:15:00.000000000,2026-01-14 00:17:00.000000000,True,
T0378,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0379,HWH,1,2026-01-14 00:15:00.000000000,2026-01-14 00:17:00.000000000,True,
T0380,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0381,HWH,1,2026-01-14 00:15:00.000000000,2026-01-14 00:17:00.000000000,True,
T0382,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0382,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0382,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0382,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0382,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0382,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0383,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0383,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0383,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0383,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0383,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0383,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0384,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0384,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0384,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0384,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0384,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0384,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0385,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0385,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0385,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0385,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0385,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0385,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0386,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0386,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0386,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0386,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0386,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0386,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0387,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0387,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0387,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0387,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0387,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0387,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0388,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0388,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0388,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0388,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0388,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0388,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0389,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0389,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0389,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0389,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0389,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0389,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0390,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0390,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0390,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0390,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0390,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0390,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0391,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0391,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0391,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0391,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0391,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0391,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0392,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0392,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0392,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0392,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0392,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0392,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0393,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0393,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
