train_no,station_code,event_type,scheduled_time_ts,actual_time_ts,delay_minutes
T0345,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:46.590573433,0.08
T0640,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:47.133142146,0.09
T0524,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:47.191343887,0.09
T0485,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:47.619200139,0.09
T0432,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:47.768577818,0.1
T0652,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:48.596069958,0.11
T0529,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:48.689337544,0.11
T0408,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:49.962638044,0.13
T0499,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:50.021418470,0.13
T0436,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:51.314616153,0.16
T0178,BDC,DEPARTURE,2026-01-14 00:17:00.000000000,2026-01-14 00:17:51.447037832,0.86
T0495,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:51.904006250,0.17
T0412,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:51.939743143,0.17
T0624,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:52.822226612,0.18
T0610,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:53.354923149,0.19
T0507,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:53.937420536,0.2
T0650,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:54.667039821,0.21
T0575,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:55.302301573,0.22
T0616,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:55.726523374,0.23
T0402,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:55.964957850,0.23
T0452,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:56.316224636,0.24
T0400,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:57.560488470,0.26
T0343,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:58.657093379,0.28
T0424,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:17:59.931002466,0.3
T0341,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:00.463374402,0.31
T0339,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:00.515300455,0.31
T0404,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:00.658788540,0.31
T0614,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:00.879561810,0.31
T0396,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:02.358687158,0.34
T0392,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:02.548925492,0.34
T0481,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:02.730173608,0.35
T0347,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:02.745197734,0.35
T0458,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:03.098326930,0.35
T0388,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:03.284182190,0.35
T0335,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:04.331707774,0.37
T0668,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:04.993997696,0.38
T0384,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:05.014737588,0.38
T0446,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:06.294839494,0.4
T0426,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:06.303102298,0.41
T0410,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:06.348383699,0.41
T0505,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:07.200695995,0.42
T0646,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:07.410116752,0.42
T0416,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:07.476375048,0.42
T0438,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:07.704053497,0.43
T0355,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:08.497590014,0.44
T0398,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:11.646208481,0.49
T0658,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.041900543,0.5
T0434,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:12.222853635,0.0
T0491,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.239397268,0.5
T0440,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.661718078,0.51
T0471,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.857347449,0.51
T0487,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:12.865708935,0.01
T0618,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.895400142,0.51
T0479,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:13.031945479,0.02
T0390,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:13.401841028,0.02
T0579,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:13.540595843,0.03
T0577,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:13.620808593,0.03
T0469,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:13.657705130,0.03
T0620,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:13.926643987,0.03
T0467,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:13.930804857,0.03
T0608,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:13.964915618,0.03
T0460,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:14.534173348,0.04
T0612,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:14.535405242,0.54
T0414,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:14.554303269,0.04
T0357,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:14.781620691,0.05
T0526,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:15.346844514,0.06
T0654,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:15.453665315,0.06
T0188,BDC,DEPARTURE,2026-01-14 00:17:00.000000000,2026-01-14 00:18:16.023612129,1.27
T0349,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:16.217065040,0.07
T0351,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:16.255385653,0.07
T0345,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:16.590573433,0.08
T0640,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:17.133142146,0.09
T0524,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:17.191343887,0.09
T0364,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:17.541308792,0.59
T0485,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:17.619200139,0.09
T0432,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:17.768577818,0.1
T0652,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:18.596069958,0.11
T0529,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:18.689337544,0.11
T0464,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:19.472152615,0.62
T0408,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:19.962638044,0.13
T0499,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:20.021418470,0.13
T0377,HWH,DEPARTURE,2026-01-14 00:17:00.000000000,2026-01-14 00:18:20.683544039,1.34
T0454,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:20.776104739,0.65
T0386,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:20.911276446,0.65
T0436,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:21.314616153,0.16
T0495,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:21.904006250,0.17
T0412,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:21.939743143,0.17
T0430,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:21.970342269,0.67
T0624,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:22.822226612,0.18
T0381,HWH,DEPARTURE,2026-01-14 00:17:00.000000000,2026-01-14 00:18:22.991736545,1.38
T0610,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:23.354923149,0.19
T0501,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:23.649880585,0.69
T0507,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:23.937420536,0.2
T0650,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:24.667039821,0.21
T0530,CGR,ARRIVAL,2026-01-14 00:18:06.000000000,2026-01-14 00:18:24.767316970,0.31
T0509,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:25.079427676,0.72
T0575,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:25.302301573,0.22
T0473,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:25.536414733,0.73
T0373,HWH,ARRIVAL,2026-01-14 00:15:00.000000000,2026-01-14 00:18:25.625547626,3.43
T0616,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:25.726523374,0.23
T0402,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:25.964957850,0.23
T0452,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:26.316224636,0.24
T0400,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:27.560488470,0.26
T0514,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:28.268948113,0.77
T0368,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:28.460785379,0.77
T0343,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:28.657093379,0.28
T0422,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:28.982366585,0.78
T0477,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:29.194036147,0.79
T0424,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:29.931002466,0.3
T0520,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:29.959955956,0.8
T0341,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:30.463374402,0.31
T0339,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:30.515300455,0.31
T0404,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:30.658788540,0.31
T0614,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:30.879561810,0.31
T0493,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:32.343026854,0.84
T0396,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:32.358687158,0.34
T0392,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:32.548925492,0.34
T0628,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:32.560854512,0.84
T0481,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:32.730173608,0.35
T0347,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:32.745197734,0.35
T0458,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:33.098326930,0.35
T0388,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:33.284182190,0.35
T0335,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:34.331707774,0.37
T0668,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:34.993997696,0.38
T0384,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:35.014737588,0.38
T0444,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:35.491906695,0.89
T0446,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:36.294839494,0.4
T0426,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:36.303102298,0.41
T0410,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:36.348383699,0.41
T0606,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:36.727094173,0.91
T0626,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:37.182539279,0.92
T0505,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:37.200695995,0.42
T0646,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:37.410116752,0.42
T0416,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:37.476375048,0.42
T0438,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:37.704053497,0.43
T0355,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:38.497590014,0.44
T0651,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:39.020042996,0.95
T0398,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:41.646208481,0.49
T0658,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:42.041900543,0.5
T0491,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:42.239397268,0.5
T0440,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:42.661718078,0.51
T0471,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:42.857347449,0.51
T0618,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:42.895400142,0.51
T0475,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:43.926548986,1.03
T0382,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:44.092992201,1.03
T0612,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:44.535405242,0.54
T0228,BDC,DEPARTURE,2026-01-14 00:17:00.000000000,2026-01-14 00:18:45.951526864,1.77
T0364,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:47.541308792,0.59
T0406,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:47.674399142,1.09
T0337,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:48.709666391,1.11
T0464,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:49.472152615,0.62
T0522,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:50.707607075,1.15
T0454,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:50.776104739,0.65
T0386,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:50.911276446,0.65
T0430,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:51.970342269,0.67
T0176,BDC,DEPARTURE,2026-01-14 00:17:00.000000000,2026-01-14 00:18:53.267571944,1.89
T0501,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:53.649880585,0.69
T0530,CGR,DEPARTURE,2026-01-14 00:18:36.000000000,2026-01-14 00:18:54.767316970,0.31
T0509,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:55.079427676,0.72
T0473,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:55.536414733,0.73
T0198,BDC,DEPARTURE,2026-01-14 00:17:00.000000000,2026-01-14 00:18:58.248474462,1.97
T0514,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:58.268948113,0.77
T0570,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:18:58.429081868,1.27
T0368,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:58.460785379,0.77
T0422,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:58.982366585,0.78
T0477,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:59.194036147,0.79
T0520,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:18:59.959955956,0.8
T0493,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:02.343026854,0.84
T0628,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:02.560854512,0.84
T0420,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:19:03.411967816,1.36
T0462,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:19:04.071537531,1.37
T0444,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:05.491906695,0.89
T0516,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:19:05.887074061,1.4
T0606,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:06.727094173,0.91
T0626,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:07.182539279,0.92
T0518,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:19:07.660334256,1.43
T0651,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:09.020042996,0.95
T0418,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:19:10.515702783,1.48
T0662,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:19:10.577807618,1.48
T0465,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:19:12.805055426,1.51
T0475,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:13.926548986,1.03
T0382,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:14.092992201,1.03
T0406,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:17.674399142,1.09
T0337,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:18.709666391,1.11
T0522,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:20.707607075,1.15
T0511,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:19:23.227748901,1.69
T0570,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:28.429081868,1.27
T0362,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:19:28.450618999,1.77
T0448,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:19:29.129424999,1.79
T0366,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:19:33.083172935,1.85
T0420,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:33.411967816,1.36
T0462,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:34.071537531,1.37
T0516,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:35.887074061,1.4
T0428,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:19:36.762054687,1.91
T0518,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:37.660334256,1.43
T0456,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:19:39.994058917,1.97
T0418,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:40.515702783,1.48
T0662,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:40.577807618,1.48
T0465,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:42.805055426,1.51
T0497,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:19:48.127418582,2.1
T0511,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:53.227748901,1.69
T0362,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:58.450618999,1.77
T0448,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:19:59.129424999,1.79
T0554,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:01.518194356,0.03
T0568,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:01.587211840,0.03
T0442,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:20:02.203762044,2.34
T0366,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:20:03.083172935,1.85
T0450,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:20:04.332826615,2.37
T0489,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:20:05.757900179,2.4
T0428,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:20:06.762054687,1.91
T0622,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:20:07.566758336,2.43
T0542,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:07.860685593,0.13
T0560,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:09.850184556,0.16
T0456,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:20:09.994058917,1.97
T0192,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:10.426314975,0.17
T0180,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:10.622562636,0.18
T0503,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:20:11.552464932,2.49
T0536,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:11.973529413,0.2
T0552,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:12.542678999,0.21
T0792,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:13.216738765,0.22
T0540,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:15.320920736,0.26
T0548,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:15.384083043,0.26
T0497,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:20:18.127418582,2.1
T0359,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:20:19.186570036,2.62
T0556,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:22.065554600,0.37
T0058,HWH,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:23.558547020,0.39
T0550,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:25.272219640,0.42
T0373,HWH,DEPARTURE,2026-01-14 00:17:00.000000000,2026-01-14 00:20:25.625547626,3.43
T0532,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:28.817378324,0.48
T0558,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:30.765749505,0.51
T0442,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:20:32.203762044,2.34
T0450,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:20:34.332826615,2.37
T0489,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:20:35.757900179,2.4
T0622,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:20:37.566758336,2.43
T0503,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:20:41.552464932,2.49
T0566,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:47.236260020,0.79
T0546,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:48.843120851,0.81
T0359,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:20:49.186570036,2.62
T0394,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:20:49.855348683,3.13
T0538,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:20:54.767799395,0.91
T0483,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:21:00.739057768,3.31
T0353,BLY,ARRIVAL,2026-01-14 00:17:42.000000000,2026-01-14 00:21:06.901149100,3.42
T0077,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:21:10.810297250,1.18
T0562,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:21:11.941310624,1.2
T0534,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:21:16.023201630,1.27
T0394,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:21:19.855348683,3.13
T0564,BDC,ARRIVAL,2026-01-14 00:20:00.000000000,2026-01-14 00:21:29.420765319,1.49
T0184,BDC,ARRIVAL,2026-01-14 00:15:00.000000000,2026-01-14 00:21:30.129415865,6.5
T0483,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:21:30.739057768,3.31
T0353,BLY,DEPARTURE,2026-01-14 00:18:12.000000000,2026-01-14 00:21:36.901149100,3.42
T0664,CGR,ARRIVAL,2026-01-14 00:21:42.000000000,2026-01-14 00:21:46.402734747,0.07
T0642,CGR,ARRIVAL,2026-01-14 00:21:42.000000000,2026-01-14 00:21:51.592971250,0.16
T0782,CGR,ARRIVAL,2026-01-14 00:21:42.000000000,2026-01-14 00:21:56.781501578,0.25
T0630,CGR,ARRIVAL,2026-01-14 00:21:42.000000000,2026-01-14 00:22:01.010842789,0.32
T0554,BDC,DEPARTURE,2026-01-14 00:22:00.000000000,2026-01-14 00:22:01.518194356,0.03
T0568,BDC,DEPARTURE,2026-01-14 00:22:00.000000000,2026-01-14 00:22:01.587211840,0.03
T0780,CGR,ARRIVAL,2026-01-14 00:21:42.000000000,2026-01-14 00:22:02.918286515,0.35
T0632,CGR,ARRIVAL,2026-01-14 00:21:42.000000000,2026-01-14 00:22:03.908859006,0.37
